bag_id,pnr_id,flight_number,bag_weight_kg,bag_dimensions_cm,bag_type,special_handling,priority_tag,security_flag,bag_status,check_in_time,boarding_time
BAG02109,PNR00971,1249,29.5,70x55x35,Transfer,0,0,0,Offloaded,2024-01-23T05:12:00,2024-01-23T05:32:00
BAG02110,PNR00971,1249,13,70x55x35,Carry-On,0,0,0,Delivered,2024-01-23T04:07:00,2024-01-23T05:31:00
BAG02111,PNR00971,1249,7.7,50x35x18,Priority,0,0,0,In Transit,2024-01-23T05:03:00,2024-01-23T06:01:00
BAG02112,PNR00971,1249,11.4,65x50x30,Priority,0,0,0,Delivered,2024-01-23T04:12:00,2024-01-23T05:47:00
BAG02113,PNR00971,1249,31.3,45x30x15,Transfer,0,0,0,Offloaded,2024-01-23T04:29:00,2024-01-23T05:58:00
BAG02114,PNR00972,1249,9.9,60x45x25,Fragile,0,0,0,In Transit,2024-01-23T03:16:00,2024-01-23T05:43:00
BAG02115,PNR00972,1249,10.5,45x30x15,Carry-On,0,0,0,Delivered,2024-01-23T02:36:00,2024-01-23T05:36:00
BAG02116,PNR00972,1249,26.9,55x40x20,Priority,0,0,0,Offloaded,2024-01-23T03:01:00,2024-01-23T05:46:00
BAG02117,PNR00972,1249,7.8,60x45x25,Fragile,0,0,0,Delivered,2024-01-23T03:48:00,2024-01-23T05:37:00
BAG02118,PNR00973,1249,5.7,65x50x30,Transfer,1,0,0,Checked In,2024-01-23T03:02:00,2024-01-23T05:51:00
BAG02119,PNR00973,1249,13.3,50x35x18,Checked,0,1,0,Offloaded,2024-01-23T02:56:00,2024-01-23T06:03:00
BAG02120,PNR00973,1249,8.1,50x35x18,Gate-Check,0,0,0,In Transit,2024-01-23T02:55:00,2024-01-23T05:57:00
BAG02121,PNR00973,1249,26.8,60x45x25,Priority,0,0,0,Delivered,2024-01-23T04:29:00,2024-01-23T05:35:00
BAG02122,PNR00975,1249,31.2,65x50x30,Fragile,0,0,0,Offloaded,2024-01-23T02:17:00,2024-01-23T05:58:00
BAG02123,PNR00975,1249,15.4,65x50x30,Carry-On,0,0,0,Delivered,2024-01-23T04:34:00,2024-01-23T05:42:00
BAG02124,PNR00975,1249,18.4,50x35x18,Checked,0,0,0,In Transit,2024-01-23T03:17:00,2024-01-23T05:56:00
BAG02125,PNR00977,1250,11.5,45x30x15,Carry-On,0,0,0,Delivered,2024-01-23T15:29:00,2024-01-23T17:25:00
BAG02126,PNR00977,1250,12.1,45x30x15,Transfer,0,0,0,Offloaded,2024-01-23T15:45:00,2024-01-23T17:12:00
BAG02127,PNR00977,1250,13.2,50x35x18,Gate-Check,0,0,0,Loaded,2024-01-23T16:04:00,2024-01-23T17:28:00
BAG02128,PNR00977,1250,17,55x40x20,Checked,0,0,0,In Transit,2024-01-23T14:20:00,2024-01-23T17:38:00
BAG02129,PNR00978,1250,22.2,70x55x35,Oversized,1,0,0,Delivered,2024-01-23T14:01:00,2024-01-23T17:15:00
BAG02130,PNR00978,1250,6.5,60x45x25,Oversized,0,0,0,Checked In,2024-01-23T15:18:00,2024-01-23T17:17:00
BAG02131,PNR00978,1250,14.5,50x35x18,Priority,1,0,0,Checked In,2024-01-23T14:12:00,2024-01-23T17:40:00
BAG02132,PNR00978,1250,24.4,70x55x35,Checked,0,0,0,Loaded,2024-01-23T15:09:00,2024-01-23T17:39:00
BAG02133,PNR00978,1250,25.7,70x55x35,Fragile,0,0,0,Checked In,2024-01-23T15:03:00,2024-01-23T17:13:00
BAG02134,PNR00979,1250,7.4,45x30x15,Gate-Check,0,0,1,Loaded,2024-01-23T14:26:00,2024-01-23T17:38:00
BAG02135,PNR00979,1250,24.7,55x40x20,Carry-On,0,0,0,Loaded,2024-01-23T14:04:00,2024-01-23T17:24:00
BAG02136,PNR00980,1250,28.9,50x35x18,Gate-Check,0,0,0,Checked In,2024-01-23T13:52:00,2024-01-23T17:23:00
BAG02137,PNR00981,1250,29,50x35x18,Transfer,0,0,0,Loaded,2024-01-23T15:10:00,2024-01-23T17:39:00
BAG02138,PNR00981,1250,9.7,65x50x30,Priority,0,0,0,Offloaded,2024-01-23T16:21:00,2024-01-23T17:38:00
BAG02139,PNR00981,1250,20.9,50x35x18,Checked,0,0,0,Checked In,2024-01-23T15:19:00,2024-01-23T17:15:00
BAG02140,PNR00981,1250,31,65x50x30,Checked,0,0,0,Offloaded,2024-01-23T14:18:00,2024-01-23T17:23:00
BAG02141,PNR00981,1250,16.6,50x35x18,Priority,0,0,0,Delivered,2024-01-23T13:50:00,2024-01-23T17:39:00
BAG02142,PNR00982,1251,16.2,65x50x30,Carry-On,0,0,0,Offloaded,2024-01-23T04:23:00,2024-01-23T07:58:00
BAG02143,PNR00982,1251,8.5,60x45x25,Carry-On,0,0,0,Offloaded,2024-01-23T05:09:00,2024-01-23T07:34:00
BAG02144,PNR00982,1251,29.2,50x35x18,Priority,1,0,0,Loaded,2024-01-23T05:48:00,2024-01-23T07:28:00
BAG02145,PNR00982,1251,7.7,50x35x18,Transfer,0,0,0,Delivered,2024-01-23T06:13:00,2024-01-23T07:55:00
BAG02146,PNR00984,1251,18.1,70x55x35,Oversized,0,0,0,Offloaded,2024-01-23T06:35:00,2024-01-23T07:48:00
BAG02147,PNR00984,1251,13.2,45x30x15,Gate-Check,0,0,0,Delivered,2024-01-23T05:36:00,2024-01-23T07:53:00
BAG02148,PNR00984,1251,13.1,70x55x35,Gate-Check,0,0,0,Loaded,2024-01-23T05:22:00,2024-01-23T07:26:00
BAG02149,PNR00984,1251,30.5,70x55x35,Oversized,0,1,0,Loaded,2024-01-23T06:47:00,2024-01-23T07:39:00
BAG02150,PNR00985,1251,15.3,55x40x20,Priority,1,0,0,Offloaded,2024-01-23T04:22:00,2024-01-23T07:57:00
BAG02151,PNR00985,1251,23.1,65x50x30,Gate-Check,0,0,0,Checked In,2024-01-23T05:43:00,2024-01-23T07:41:00
BAG02152,PNR00985,1251,22,55x40x20,Gate-Check,0,0,0,Offloaded,2024-01-23T06:41:00,2024-01-23T07:41:00
BAG02153,PNR00986,1251,13.7,60x45x25,Fragile,0,0,0,Checked In,2024-01-23T06:11:00,2024-01-23T07:36:00
BAG02154,PNR00986,1251,16.7,50x35x18,Transfer,0,0,0,Loaded,2024-01-23T06:28:00,2024-01-23T07:39:00
BAG02155,PNR00987,1251,12.7,50x35x18,Fragile,0,0,0,Checked In,2024-01-23T06:43:00,2024-01-23T07:31:00
BAG02156,PNR00987,1251,22.9,45x30x15,Priority,0,0,0,Offloaded,2024-01-23T05:58:00,2024-01-23T07:48:00
BAG02157,PNR00987,1251,21.8,60x45x25,Checked,0,0,0,Checked In,2024-01-23T06:21:00,2024-01-23T07:47:00
BAG02158,PNR00987,1251,8.9,70x55x35,Oversized,0,0,0,Loaded,2024-01-23T06:29:00,2024-01-23T07:30:00
BAG02159,PNR00989,1252,6.5,55x40x20,Oversized,0,0,0,In Transit,2024-01-23T20:23:00,2024-01-23T20:45:00
BAG02160,PNR00989,1252,31,65x50x30,Carry-On,1,0,0,Checked In,2024-01-23T18:27:00,2024-01-23T21:03:00
BAG02161,PNR00990,1252,17,65x50x30,Carry-On,0,0,0,Loaded,2024-01-23T17:36:00,2024-01-23T20:48:00
BAG02162,PNR00991,1252,13.6,45x30x15,Oversized,0,0,0,Checked In,2024-01-23T18:21:00,2024-01-23T21:08:00
BAG02163,PNR00992,1252,13.4,50x35x18,Checked,0,0,0,Checked In,2024-01-23T17:33:00,2024-01-23T21:16:00
BAG02164,PNR00992,1252,17.5,45x30x15,Gate-Check,0,0,0,Delivered,2024-01-23T19:45:00,2024-01-23T20:58:00
BAG02165,PNR00992,1252,17.5,45x30x15,Checked,1,0,0,Offloaded,2024-01-23T17:59:00,2024-01-23T21:20:00
BAG02166,PNR00992,1252,16,60x45x25,Checked,0,0,0,Delivered,2024-01-23T17:40:00,2024-01-23T20:59:00
BAG02167,PNR00992,1252,30.6,60x45x25,Checked,0,0,0,Offloaded,2024-01-23T20:07:00,2024-01-23T21:11:00
BAG02168,PNR00993,1252,13.8,65x50x30,Oversized,0,0,0,Offloaded,2024-01-23T19:20:00,2024-01-23T21:18:00
BAG02169,PNR00993,1252,12.5,70x55x35,Fragile,0,0,0,Delivered,2024-01-23T18:14:00,2024-01-23T21:20:00
BAG02170,PNR00993,1252,23.4,50x35x18,Transfer,0,0,0,Offloaded,2024-01-23T17:35:00,2024-01-23T20:45:00
BAG02171,PNR00993,1252,21.9,55x40x20,Fragile,0,0,0,Checked In,2024-01-23T19:09:00,2024-01-23T20:49:00
BAG02172,PNR00993,1252,8.5,55x40x20,Gate-Check,0,0,0,Offloaded,2024-01-23T19:11:00,2024-01-23T20:46:00
BAG02173,PNR00994,1253,30.8,55x40x20,Oversized,0,0,0,Offloaded,2024-01-23T12:08:00,2024-01-23T14:04:00
BAG02174,PNR00994,1253,7,70x55x35,Carry-On,0,0,0,Checked In,2024-01-23T12:07:00,2024-01-23T13:58:00
BAG02175,PNR00995,1253,15.3,45x30x15,Carry-On,0,0,0,Loaded,2024-01-23T13:20:00,2024-01-23T13:48:00
BAG02176,PNR00995,1253,7.8,60x45x25,Transfer,0,0,0,Offloaded,2024-01-23T11:46:00,2024-01-23T13:53:00
BAG02177,PNR00995,1253,5.8,55x40x20,Carry-On,0,0,0,Checked In,2024-01-23T12:58:00,2024-01-23T14:09:00
BAG02178,PNR00995,1253,10.7,60x45x25,Gate-Check,0,1,0,Checked In,2024-01-23T12:11:00,2024-01-23T14:12:00
BAG02179,PNR00995,1253,23,70x55x35,Transfer,0,0,0,Offloaded,2024-01-23T10:53:00,2024-01-23T14:16:00
BAG02180,PNR00996,1253,11.5,70x55x35,Oversized,1,0,0,Checked In,2024-01-23T11:00:00,2024-01-23T13:59:00
BAG02181,PNR00996,1253,26.8,60x45x25,Carry-On,1,0,0,Checked In,2024-01-23T10:35:00,2024-01-23T13:58:00
BAG02182,PNR00996,1253,6,60x45x25,Oversized,0,0,0,Loaded,2024-01-23T13:30:00,2024-01-23T14:01:00
BAG02183,PNR00997,1253,14.4,55x40x20,Gate-Check,0,0,0,Checked In,2024-01-23T12:11:00,2024-01-23T13:45:00
BAG02184,PNR00997,1253,23.2,50x35x18,Priority,0,0,0,Offloaded,2024-01-23T10:30:00,2024-01-23T14:06:00
BAG02185,PNR00998,1253,23.2,65x50x30,Transfer,1,0,0,Delivered,2024-01-23T11:19:00,2024-01-23T14:17:00
BAG02186,PNR00998,1253,9.7,45x30x15,Gate-Check,0,0,0,In Transit,2024-01-23T13:00:00,2024-01-23T14:19:00
BAG02187,PNR01000,1253,22.3,70x55x35,Carry-On,0,0,0,Checked In,2024-01-23T11:09:00,2024-01-23T13:45:00
BAG02188,PNR01000,1253,9,50x35x18,Transfer,0,0,0,Delivered,2024-01-23T10:44:00,2024-01-23T13:58:00
BAG02189,PNR01000,1253,18.2,60x45x25,Checked,0,0,0,Offloaded,2024-01-23T13:22:00,2024-01-23T13:48:00
BAG02190,PNR01001,1254,6.2,65x50x30,Fragile,0,0,0,In Transit,2024-01-23T17:52:00,2024-01-23T18:32:00
BAG02191,PNR01001,1254,18.6,65x50x30,Priority,0,0,0,Offloaded,2024-01-23T16:51:00,2024-01-23T19:05:00
BAG02192,PNR01001,1254,17.6,70x55x35,Priority,0,0,0,Checked In,2024-01-23T15:17:00,2024-01-23T18:49:00
BAG02193,PNR01001,1254,16.3,65x50x30,Gate-Check,0,0,0,In Transit,2024-01-23T17:23:00,2024-01-23T19:05:00
BAG02194,PNR01001,1254,7.4,65x50x30,Checked,0,0,0,In Transit,2024-01-23T17:19:00,2024-01-23T18:42:00
BAG02195,PNR01003,1254,16.5,70x55x35,Transfer,0,0,0,In Transit,2024-01-23T17:46:00,2024-01-23T18:49:00
BAG02196,PNR01003,1254,20.1,55x40x20,Fragile,0,0,0,In Transit,2024-01-23T17:44:00,2024-01-23T18:40:00
BAG02197,PNR01003,1254,21.3,70x55x35,Checked,0,0,0,Checked In,2024-01-23T17:57:00,2024-01-23T18:59:00
BAG02198,PNR01004,1254,19.3,60x45x25,Oversized,0,0,0,Loaded,2024-01-23T15:56:00,2024-01-23T18:37:00
BAG02199,PNR01004,1254,31.6,45x30x15,Transfer,1,0,0,Delivered,2024-01-23T18:03:00,2024-01-23T18:50:00
BAG02200,PNR01005,1254,24.7,70x55x35,Priority,0,0,0,Delivered,2024-01-23T18:04:00,2024-01-23T18:46:00
BAG02201,PNR01005,1254,28.8,70x55x35,Gate-Check,0,0,0,In Transit,2024-01-23T17:47:00,2024-01-23T18:49:00
BAG02202,PNR01006,1254,15.6,60x45x25,Oversized,0,0,0,Offloaded,2024-01-23T15:17:00,2024-01-23T18:54:00
BAG02203,PNR01006,1254,23.4,70x55x35,Priority,0,0,0,In Transit,2024-01-23T15:36:00,2024-01-23T19:00:00
BAG02204,PNR01006,1254,5.8,60x45x25,Transfer,0,0,0,Delivered,2024-01-23T18:11:00,2024-01-23T18:40:00
BAG02205,PNR01007,1254,23.5,70x55x35,Priority,0,0,0,Checked In,2024-01-23T17:18:00,2024-01-23T18:59:00
BAG02206,PNR01007,1254,14.6,65x50x30,Oversized,0,0,0,Loaded,2024-01-23T15:24:00,2024-01-23T18:32:00
BAG02207,PNR01007,1254,27.6,70x55x35,Fragile,0,0,0,Delivered,2024-01-23T17:46:00,2024-01-23T18:51:00
BAG02208,PNR01008,1254,25.3,65x50x30,Oversized,0,0,0,Loaded,2024-01-23T16:44:00,2024-01-23T19:01:00
BAG02209,PNR01008,1254,7.2,50x35x18,Transfer,0,1,0,Delivered,2024-01-23T17:16:00,2024-01-23T19:03:00
BAG02210,PNR01011,1255,10.6,65x50x30,Transfer,0,0,0,Loaded,2024-01-23T12:02:00,2024-01-23T13:08:00
BAG02211,PNR01011,1255,30.5,65x50x30,Carry-On,0,0,0,Delivered,2024-01-23T12:21:00,2024-01-23T12:49:00
BAG02212,PNR01011,1255,13.5,55x40x20,Gate-Check,0,0,0,Checked In,2024-01-23T11:56:00,2024-01-23T13:00:00
BAG02213,PNR01011,1255,28.3,65x50x30,Oversized,0,0,0,Offloaded,2024-01-23T11:07:00,2024-01-23T12:54:00
BAG02214,PNR01014,1255,10.9,70x55x35,Priority,1,0,0,Checked In,2024-01-23T09:31:00,2024-01-23T13:13:00
BAG02215,PNR01014,1255,12.7,60x45x25,Transfer,0,0,0,Checked In,2024-01-23T11:01:00,2024-01-23T13:18:00
BAG02216,PNR01016,1256,16.1,55x40x20,Transfer,0,0,0,Delivered,2024-01-23T13:52:00,2024-01-23T15:23:00
BAG02217,PNR01016,1256,20.9,50x35x18,Transfer,0,0,0,In Transit,2024-01-23T14:04:00,2024-01-23T15:40:00
BAG02218,PNR01016,1256,17.4,45x30x15,Fragile,0,0,0,Delivered,2024-01-23T13:55:00,2024-01-23T15:26:00
BAG02219,PNR01018,1256,15.6,50x35x18,Transfer,0,0,0,Loaded,2024-01-23T13:33:00,2024-01-23T15:23:00
BAG02220,PNR01018,1256,19.4,70x55x35,Fragile,0,0,0,Loaded,2024-01-23T13:19:00,2024-01-23T15:38:00
BAG02221,PNR01019,1256,18.2,60x45x25,Carry-On,1,0,0,Loaded,2024-01-23T12:40:00,2024-01-23T15:24:00
BAG02222,PNR01019,1256,22.5,60x45x25,Transfer,0,0,0,Delivered,2024-01-23T13:24:00,2024-01-23T15:28:00
BAG02223,PNR01020,1257,6.6,50x35x18,Gate-Check,0,0,0,In Transit,2024-01-23T19:07:00,2024-01-23T20:54:00
BAG02224,PNR01020,1257,9.4,70x55x35,Oversized,0,0,0,Delivered,2024-01-23T18:08:00,2024-01-23T20:51:00
BAG02225,PNR01021,1257,20.4,45x30x15,Oversized,1,1,0,Checked In,2024-01-23T18:00:00,2024-01-23T20:48:00
BAG02226,PNR01021,1257,24.6,60x45x25,Transfer,0,1,0,Checked In,2024-01-23T19:03:00,2024-01-23T20:40:00
BAG02227,PNR01021,1257,18.5,50x35x18,Priority,1,0,0,Delivered,2024-01-23T18:29:00,2024-01-23T20:53:00
BAG02228,PNR01022,1257,14.3,65x50x30,Oversized,1,0,0,In Transit,2024-01-23T17:55:00,2024-01-23T20:26:00
BAG02229,PNR01022,1257,7.8,55x40x20,Priority,1,0,0,Offloaded,2024-01-23T18:05:00,2024-01-23T20:27:00
BAG02230,PNR01023,1257,22.9,60x45x25,Gate-Check,0,0,0,Delivered,2024-01-23T20:05:00,2024-01-23T20:34:00
BAG02231,PNR01023,1257,15.1,70x55x35,Transfer,0,0,0,Checked In,2024-01-23T18:12:00,2024-01-23T20:51:00
BAG02232,PNR01023,1257,30.8,55x40x20,Transfer,0,0,0,In Transit,2024-01-23T19:39:00,2024-01-23T20:35:00
BAG02233,PNR01023,1257,31,45x30x15,Transfer,0,0,0,Loaded,2024-01-23T17:34:00,2024-01-23T20:38:00
BAG02234,PNR01023,1257,7.1,65x50x30,Priority,0,0,0,Delivered,2024-01-23T18:27:00,2024-01-23T20:27:00
BAG02235,PNR01025,1257,20.7,60x45x25,Oversized,0,0,0,Checked In,2024-01-23T17:45:00,2024-01-23T20:34:00
BAG02236,PNR01025,1257,17.4,55x40x20,Carry-On,1,0,0,Checked In,2024-01-23T17:10:00,2024-01-23T20:35:00
BAG02237,PNR01026,1270,21.4,50x35x18,Transfer,0,0,0,Delivered,2024-01-24T19:53:00,2024-01-24T22:44:00
BAG02238,PNR01026,1270,28.8,55x40x20,Carry-On,0,0,0,Delivered,2024-01-24T21:40:00,2024-01-24T22:14:00
BAG02239,PNR01026,1270,21,60x45x25,Transfer,0,0,0,In Transit,2024-01-24T19:02:00,2024-01-24T22:45:00
BAG02240,PNR01028,1270,6.8,70x55x35,Fragile,0,0,0,Offloaded,2024-01-24T19:43:00,2024-01-24T22:31:00
BAG02241,PNR01030,1270,18.3,50x35x18,Carry-On,0,0,0,Offloaded,2024-01-24T19:57:00,2024-01-24T22:21:00
BAG02242,PNR01030,1270,18.7,50x35x18,Carry-On,0,0,0,Delivered,2024-01-24T21:50:00,2024-01-24T22:32:00
BAG02243,PNR01030,1270,29.6,55x40x20,Transfer,0,0,0,Loaded,2024-01-24T21:15:00,2024-01-24T22:32:00
BAG02244,PNR01030,1270,17.7,70x55x35,Priority,0,0,0,Checked In,2024-01-24T19:57:00,2024-01-24T22:24:00
BAG02245,PNR01030,1270,28.1,50x35x18,Transfer,0,0,0,Delivered,2024-01-24T19:31:00,2024-01-24T22:30:00
BAG02246,PNR01031,1270,19.1,70x55x35,Gate-Check,0,0,0,Checked In,2024-01-24T21:14:00,2024-01-24T22:22:00
BAG02247,PNR01031,1270,26.6,55x40x20,Fragile,0,0,0,Delivered,2024-01-24T20:27:00,2024-01-24T22:27:00
BAG02248,PNR01031,1270,22.7,55x40x20,Oversized,1,0,0,Delivered,2024-01-24T21:39:00,2024-01-24T22:28:00
BAG02249,PNR01032,1270,26.5,65x50x30,Oversized,0,0,0,Checked In,2024-01-24T21:20:00,2024-01-24T22:11:00
BAG02250,PNR01032,1270,17.5,55x40x20,Fragile,0,0,0,Loaded,2024-01-24T21:35:00,2024-01-24T22:42:00
BAG02251,PNR01032,1270,12.1,70x55x35,Fragile,0,0,0,Checked In,2024-01-24T19:26:00,2024-01-24T22:40:00
BAG02252,PNR01032,1270,7.9,65x50x30,Gate-Check,0,0,0,In Transit,2024-01-24T20:41:00,2024-01-24T22:24:00
BAG02253,PNR01033,1270,7.8,70x55x35,Gate-Check,0,0,0,In Transit,2024-01-24T20:52:00,2024-01-24T22:45:00
BAG02254,PNR01036,1271,25.7,55x40x20,Transfer,1,0,0,In Transit,2024-01-24T15:19:00,2024-01-24T18:02:00
BAG02255,PNR01036,1271,22.2,70x55x35,Fragile,0,1,0,In Transit,2024-01-24T16:42:00,2024-01-24T17:51:00
BAG02256,PNR01036,1271,22.7,50x35x18,Carry-On,0,0,0,Checked In,2024-01-24T17:24:00,2024-01-24T18:01:00
BAG02257,PNR01038,1271,6.2,60x45x25,Oversized,0,0,0,Loaded,2024-01-24T16:55:00,2024-01-24T18:11:00
BAG02258,PNR01038,1271,26.2,55x40x20,Checked,0,0,0,Checked In,2024-01-24T15:27:00,2024-01-24T18:01:00
BAG02259,PNR01038,1271,24.3,55x40x20,Gate-Check,0,0,0,Checked In,2024-01-24T15:32:00,2024-01-24T18:14:00
BAG02260,PNR01038,1271,27.5,45x30x15,Fragile,0,0,0,Checked In,2024-01-24T17:00:00,2024-01-24T17:55:00
BAG02261,PNR01038,1271,27.9,60x45x25,Fragile,1,1,0,Loaded,2024-01-24T17:01:00,2024-01-24T18:23:00
BAG02262,PNR01039,1271,11.8,45x30x15,Transfer,0,0,0,Loaded,2024-01-24T15:39:00,2024-01-24T18:16:00
BAG02263,PNR01039,1271,12.7,45x30x15,Oversized,0,0,0,Loaded,2024-01-24T15:19:00,2024-01-24T18:14:00
BAG02264,PNR01039,1271,21.7,65x50x30,Carry-On,0,0,0,Loaded,2024-01-24T15:50:00,2024-01-24T17:58:00
BAG02265,PNR01040,1271,25.7,70x55x35,Fragile,0,0,0,Delivered,2024-01-24T16:26:00,2024-01-24T18:11:00
BAG02266,PNR01042,1272,17.2,70x55x35,Carry-On,1,0,0,In Transit,2024-01-24T11:47:00,2024-01-24T12:56:00
BAG02267,PNR01042,1272,24.6,45x30x15,Checked,0,0,0,Loaded,2024-01-24T11:24:00,2024-01-24T12:48:00
BAG02268,PNR01043,1272,5.5,65x50x30,Priority,0,0,0,Delivered,2024-01-24T10:15:00,2024-01-24T12:30:00
BAG02269,PNR01043,1272,22,45x30x15,Gate-Check,0,0,0,Loaded,2024-01-24T11:30:00,2024-01-24T12:53:00
BAG02270,PNR01043,1272,5.5,55x40x20,Checked,0,0,0,Checked In,2024-01-24T09:53:00,2024-01-24T12:58:00
BAG02271,PNR01043,1272,19,50x35x18,Fragile,0,0,0,Checked In,2024-01-24T09:31:00,2024-01-24T12:36:00
BAG02272,PNR01043,1272,19.1,60x45x25,Checked,0,0,0,Delivered,2024-01-24T09:21:00,2024-01-24T13:02:00
BAG02273,PNR01044,1272,14.9,70x55x35,Carry-On,0,0,0,Loaded,2024-01-24T09:59:00,2024-01-24T13:05:00
BAG02274,PNR01044,1272,16.2,60x45x25,Carry-On,0,0,0,Delivered,2024-01-24T12:01:00,2024-01-24T12:48:00
BAG02275,PNR01044,1272,17.7,65x50x30,Carry-On,1,0,0,Checked In,2024-01-24T10:02:00,2024-01-24T12:56:00
BAG02276,PNR01044,1272,19.7,65x50x30,Transfer,0,0,0,Delivered,2024-01-24T10:09:00,2024-01-24T12:49:00
BAG02277,PNR01045,1272,20.7,45x30x15,Gate-Check,0,0,0,Checked In,2024-01-24T09:50:00,2024-01-24T12:30:00
BAG02278,PNR01045,1272,13.2,70x55x35,Transfer,0,0,0,Loaded,2024-01-24T10:21:00,2024-01-24T12:46:00
BAG02279,PNR01045,1272,20,45x30x15,Fragile,0,0,0,In Transit,2024-01-24T11:19:00,2024-01-24T12:33:00
BAG02280,PNR01045,1272,14.7,65x50x30,Oversized,0,0,0,Loaded,2024-01-24T11:46:00,2024-01-24T12:55:00
BAG02281,PNR01045,1272,24.8,60x45x25,Carry-On,0,0,0,Delivered,2024-01-24T12:11:00,2024-01-24T12:34:00
BAG02282,PNR01046,1272,10.4,70x55x35,Priority,0,0,0,Checked In,2024-01-24T11:18:00,2024-01-24T12:50:00
BAG02283,PNR01046,1272,15.2,65x50x30,Transfer,0,0,0,Loaded,2024-01-24T11:57:00,2024-01-24T12:47:00
BAG02284,PNR01046,1272,30.8,50x35x18,Gate-Check,0,0,0,Loaded,2024-01-24T11:49:00,2024-01-24T13:05:00
BAG02285,PNR01046,1272,19.6,50x35x18,Oversized,0,1,0,Delivered,2024-01-24T09:46:00,2024-01-24T12:38:00
BAG02286,PNR01046,1272,25.3,50x35x18,Fragile,0,0,0,In Transit,2024-01-24T12:02:00,2024-01-24T12:40:00
BAG02287,PNR01047,1272,12.2,60x45x25,Priority,0,0,0,Offloaded,2024-01-24T11:17:00,2024-01-24T12:58:00
BAG02288,PNR01048,1273,24.6,55x40x20,Carry-On,0,0,0,In Transit,2024-01-24T04:06:00,2024-01-24T04:57:00
BAG02289,PNR01048,1273,12.1,45x30x15,Checked,0,0,0,Checked In,2024-01-24T02:06:00,2024-01-24T05:25:00
BAG02290,PNR01049,1273,22.9,55x40x20,Checked,0,0,0,Loaded,2024-01-24T04:15:00,2024-01-24T05:03:00
BAG02291,PNR01051,1273,18.6,55x40x20,Oversized,0,0,0,Delivered,2024-01-24T02:11:00,2024-01-24T05:22:00
BAG02292,PNR01051,1273,17,55x40x20,Oversized,1,0,0,In Transit,2024-01-24T02:17:00,2024-01-24T05:13:00
BAG02293,PNR01051,1273,7.4,45x30x15,Priority,0,0,0,Offloaded,2024-01-24T03:17:00,2024-01-24T05:18:00
BAG02294,PNR01052,1273,13.1,65x50x30,Gate-Check,0,0,0,Checked In,2024-01-24T03:49:00,2024-01-24T05:04:00
BAG02295,PNR01052,1273,30.7,70x55x35,Oversized,0,0,0,Checked In,2024-01-24T03:27:00,2024-01-24T05:13:00
BAG02296,PNR01053,1273,5.6,45x30x15,Priority,0,0,0,Loaded,2024-01-24T01:53:00,2024-01-24T05:09:00
BAG02297,PNR01054,1273,15.1,55x40x20,Priority,0,0,0,Loaded,2024-01-24T02:47:00,2024-01-24T05:10:00
BAG02298,PNR01054,1273,5,60x45x25,Checked,0,0,0,In Transit,2024-01-24T02:58:00,2024-01-24T05:16:00
BAG02299,PNR01054,1273,5.9,55x40x20,Transfer,0,0,0,Offloaded,2024-01-24T02:33:00,2024-01-24T05:19:00
BAG02300,PNR01055,1273,11.9,50x35x18,Priority,0,0,0,In Transit,2024-01-24T02:14:00,2024-01-24T05:12:00
BAG02301,PNR01056,1274,14.4,70x55x35,Carry-On,0,0,0,Checked In,2024-01-24T10:45:00,2024-01-24T11:14:00
BAG02302,PNR01056,1274,23.1,50x35x18,Gate-Check,0,0,0,In Transit,2024-01-24T08:02:00,2024-01-24T11:19:00
BAG02303,PNR01056,1274,14.9,65x50x30,Checked,0,0,0,Offloaded,2024-01-24T10:04:00,2024-01-24T11:16:00
BAG02304,PNR01056,1274,13.3,50x35x18,Priority,1,0,0,Offloaded,2024-01-24T08:10:00,2024-01-24T11:22:00
BAG02305,PNR01056,1274,23.1,50x35x18,Carry-On,0,0,0,Offloaded,2024-01-24T10:03:00,2024-01-24T11:44:00
BAG02306,PNR01057,1274,21.2,45x30x15,Checked,0,0,0,Offloaded,2024-01-24T09:51:00,2024-01-24T11:16:00
BAG02307,PNR01057,1274,31.3,50x35x18,Carry-On,1,0,0,Delivered,2024-01-24T09:19:00,2024-01-24T11:19:00
BAG02308,PNR01058,1274,15.7,70x55x35,Oversized,0,0,0,In Transit,2024-01-24T10:39:00,2024-01-24T11:26:00
BAG02309,PNR01058,1274,9.9,55x40x20,Oversized,0,0,0,Delivered,2024-01-24T10:41:00,2024-01-24T11:42:00
BAG02310,PNR01058,1274,23.8,70x55x35,Fragile,0,0,0,Checked In,2024-01-24T08:04:00,2024-01-24T11:11:00
BAG02311,PNR01059,1274,24,60x45x25,Oversized,0,0,0,In Transit,2024-01-24T10:00:00,2024-01-24T11:10:00
BAG02312,PNR01059,1274,31.4,70x55x35,Checked,0,0,0,Offloaded,2024-01-24T09:42:00,2024-01-24T11:30:00
BAG02313,PNR01060,1274,27.8,55x40x20,Transfer,0,0,0,In Transit,2024-01-24T09:17:00,2024-01-24T11:12:00
BAG02314,PNR01060,1274,6.7,45x30x15,Fragile,0,0,0,Delivered,2024-01-24T09:38:00,2024-01-24T11:16:00
BAG02315,PNR01060,1274,30.6,70x55x35,Priority,0,0,0,Delivered,2024-01-24T09:47:00,2024-01-24T11:34:00
