pnr_id,company_id,flight_number,scheduled_departure_date_local,passenger_count,special_service_requests,meal_preference,wheelchair_assistance,unaccompanied_minor,pet_travel,group_booking
PNR00375,UA,1092,2024-01-18,4,3,Diabetic,0,0,0,0
PNR00376,UA,1093,2024-01-18,3,2,Diabetic,0,0,0,0
PNR00377,UA,1093,2024-01-18,1,2,Kosher,0,0,0,0
PNR00378,UA,1093,2024-01-18,2,3,Vegetarian,0,0,0,0
PNR00379,UA,1093,2024-01-18,3,2,Halal,1,0,0,0
PNR00380,UA,1093,2024-01-18,5,1,Diabetic,0,0,0,0
PNR00381,UA,1093,2024-01-18,4,1,Standard,0,0,1,0
PNR00382,UA,1093,2024-01-18,3,4,Diabetic,0,0,0,0
PNR00383,UA,1094,2024-01-18,4,2,Vegetarian,0,0,0,0
PNR00384,UA,1094,2024-01-18,1,2,Vegan,1,0,0,0
PNR00385,UA,1094,2024-01-18,1,3,Kosher,0,0,0,0
PNR00386,UA,1094,2024-01-18,1,0,Diabetic,0,1,0,0
PNR00387,UA,1094,2024-01-18,5,1,Low-Sodium,0,0,0,1
PNR00388,UA,1095,2024-01-18,3,1,Standard,0,0,0,0
PNR00389,UA,1095,2024-01-18,3,1,Low-Sodium,0,0,0,0
PNR00390,UA,1095,2024-01-18,4,4,Vegetarian,0,0,1,0
PNR00391,UA,1095,2024-01-18,6,3,Gluten-Free,0,0,1,1
PNR00392,UA,1095,2024-01-18,1,4,Standard,0,0,0,0
PNR00393,UA,1095,2024-01-18,6,0,Diabetic,0,0,0,0
PNR00394,UA,1096,2024-01-18,4,0,Low-Sodium,0,0,0,0
PNR00395,UA,1096,2024-01-18,5,0,Standard,0,0,0,0
PNR00396,UA,1096,2024-01-18,5,4,Kosher,0,0,0,1
PNR00397,UA,1096,2024-01-18,4,2,Kosher,0,0,0,0
PNR00398,UA,1096,2024-01-18,6,3,Standard,0,0,0,0
PNR00399,UA,1096,2024-01-18,3,1,Diabetic,0,0,0,0
PNR00400,UA,1096,2024-01-18,2,2,Vegan,0,0,0,0
PNR00401,UA,1096,2024-01-18,1,4,Kosher,0,0,0,0
PNR00402,UA,1097,2024-01-18,5,3,Gluten-Free,1,0,0,0
PNR00403,UA,1097,2024-01-18,3,2,Vegan,0,0,0,0
PNR00404,UA,1097,2024-01-18,6,1,Kosher,0,0,0,0
PNR00405,UA,1097,2024-01-18,3,0,Diabetic,1,0,0,0
PNR00406,UA,1097,2024-01-18,6,2,Gluten-Free,0,0,0,0
PNR00407,UA,1097,2024-01-18,3,0,Vegan,1,0,0,0
PNR00408,UA,1097,2024-01-18,1,4,Diabetic,0,0,0,0
PNR00409,UA,1097,2024-01-18,6,1,Vegan,0,0,0,1
PNR00410,UA,1098,2024-01-18,4,4,Halal,0,0,0,0
PNR00411,UA,1098,2024-01-18,3,4,Gluten-Free,0,0,0,0
PNR00412,UA,1098,2024-01-18,2,0,Standard,0,0,0,0
PNR00413,UA,1098,2024-01-18,1,4,Gluten-Free,0,0,0,0
PNR00414,UA,1098,2024-01-18,4,4,Vegetarian,0,0,0,0
PNR00415,UA,1098,2024-01-18,1,4,Standard,0,0,0,0
PNR00416,UA,1099,2024-01-18,2,2,Kosher,0,0,0,0
PNR00417,UA,1099,2024-01-18,3,1,Vegan,0,0,0,0
PNR00418,UA,1099,2024-01-18,2,4,Diabetic,1,0,0,0
PNR00419,UA,1099,2024-01-18,3,0,Kosher,0,0,0,0
PNR00420,UA,1099,2024-01-18,6,3,Gluten-Free,1,0,0,0
PNR00421,UA,1099,2024-01-18,2,0,Halal,0,0,0,0
PNR00422,UA,1099,2024-01-18,5,1,Standard,0,0,0,0
PNR00423,UA,1100,2024-01-18,2,2,Halal,0,0,0,0
PNR00424,UA,1100,2024-01-18,1,1,Kosher,0,0,0,0
PNR00425,UA,1100,2024-01-18,5,2,Vegan,0,0,0,0
PNR00426,UA,1100,2024-01-18,3,2,Kosher,0,0,0,0
PNR00427,UA,1100,2024-01-18,2,1,Vegan,0,0,0,0
PNR00428,UA,1100,2024-01-18,1,1,Gluten-Free,0,0,0,0
PNR00429,UA,1100,2024-01-18,2,3,Low-Sodium,0,0,0,0
PNR00430,UA,1100,2024-01-18,5,0,Halal,0,0,0,0
PNR00431,UA,1101,2024-01-18,5,3,Halal,0,0,0,1
PNR00432,UA,1101,2024-01-18,5,2,Kosher,0,0,0,0
PNR00433,UA,1101,2024-01-18,5,0,Gluten-Free,0,0,0,1
PNR00434,UA,1101,2024-01-18,6,0,Diabetic,0,0,0,1
PNR00435,UA,1101,2024-01-18,5,4,Low-Sodium,0,0,0,1
PNR00436,UA,1101,2024-01-18,1,4,Low-Sodium,0,0,0,0
PNR00437,UA,1102,2024-01-18,3,0,Vegetarian,0,0,0,0
PNR00438,UA,1102,2024-01-18,5,0,Kosher,0,0,0,0
PNR00439,UA,1102,2024-01-18,4,1,Standard,0,0,0,0
PNR00440,UA,1102,2024-01-18,5,0,Kosher,0,0,0,0
PNR00441,UA,1102,2024-01-18,1,1,Diabetic,0,0,0,0
PNR00442,UA,1102,2024-01-18,2,1,Kosher,0,0,0,0
PNR00443,UA,1103,2024-01-18,6,3,Diabetic,0,0,0,0
PNR00444,UA,1103,2024-01-18,3,0,Vegan,0,0,0,0
PNR00445,UA,1103,2024-01-18,1,0,Vegan,0,0,0,0
PNR00446,UA,1103,2024-01-18,3,0,Diabetic,0,0,0,0
PNR00447,UA,1103,2024-01-18,3,1,Halal,0,0,0,0
PNR00448,UA,1103,2024-01-18,2,1,Standard,1,0,0,0
PNR00449,UA,1104,2024-01-18,1,4,Diabetic,0,0,0,0
PNR00450,UA,1104,2024-01-18,2,4,Standard,1,0,0,0
PNR00451,UA,1104,2024-01-18,5,4,Kosher,0,0,0,0
PNR00452,UA,1104,2024-01-18,4,3,Kosher,0,0,0,1
PNR00453,UA,1105,2024-01-18,6,3,Halal,0,0,0,1
PNR00454,UA,1105,2024-01-18,4,0,Low-Sodium,1,0,0,0
PNR00455,UA,1105,2024-01-18,2,4,Vegan,1,0,0,0
PNR00456,UA,1105,2024-01-18,4,2,Standard,0,0,0,0
PNR00457,UA,1105,2024-01-18,6,3,Diabetic,0,0,0,0
PNR00458,UA,1105,2024-01-18,3,3,Vegetarian,0,0,0,0
PNR00459,UA,1106,2024-01-18,1,3,Halal,1,0,0,0
PNR00460,UA,1106,2024-01-18,2,4,Halal,0,0,0,0
PNR00461,UA,1106,2024-01-18,6,4,Low-Sodium,0,0,0,1
PNR00462,UA,1106,2024-01-18,3,2,Standard,0,0,0,0
PNR00463,UA,1107,2024-01-18,6,3,Halal,0,0,0,0
PNR00464,UA,1107,2024-01-18,6,0,Diabetic,1,0,0,0
PNR00465,UA,1107,2024-01-18,3,2,Low-Sodium,1,0,0,0
PNR00466,UA,1107,2024-01-18,5,3,Gluten-Free,0,0,0,0
PNR00467,UA,1107,2024-01-18,2,0,Vegetarian,0,0,0,0
PNR00468,UA,1107,2024-01-18,3,3,Kosher,0,0,0,0
PNR00469,UA,1107,2024-01-18,3,4,Low-Sodium,0,0,0,0
PNR00470,UA,1108,2024-01-18,3,3,Vegetarian,1,0,1,0
PNR00471,UA,1108,2024-01-18,3,1,Vegan,1,0,0,0
PNR00472,UA,1108,2024-01-18,6,1,Vegan,1,0,0,0
PNR00473,UA,1108,2024-01-18,4,0,Standard,0,0,0,0
PNR00474,UA,1108,2024-01-18,3,4,Gluten-Free,0,1,0,0
PNR00475,UA,1108,2024-01-18,6,1,Vegetarian,0,0,0,0
PNR00476,UA,1108,2024-01-18,5,4,Kosher,0,0,0,0
PNR00477,UA,1108,2024-01-18,4,2,Halal,0,1,0,0
PNR00478,UA,1109,2024-01-18,6,1,Gluten-Free,0,0,0,0
PNR00479,UA,1109,2024-01-18,2,1,Vegan,0,0,0,0
PNR00480,UA,1109,2024-01-18,5,2,Low-Sodium,0,0,0,0
PNR00481,UA,1120,2024-01-19,6,1,Gluten-Free,0,0,0,1
PNR00482,UA,1120,2024-01-19,5,4,Standard,0,0,0,1
PNR00483,UA,1120,2024-01-19,2,4,Low-Sodium,0,0,0,0
PNR00484,UA,1120,2024-01-19,3,4,Vegetarian,0,0,0,0
PNR00485,UA,1121,2024-01-19,5,3,Diabetic,0,0,0,0
PNR00486,UA,1121,2024-01-19,6,1,Vegetarian,0,0,0,1
PNR00487,UA,1121,2024-01-19,6,2,Low-Sodium,0,0,0,0
PNR00488,UA,1121,2024-01-19,1,4,Low-Sodium,0,1,0,0
PNR00489,UA,1122,2024-01-19,4,1,Vegan,0,0,0,1
PNR00490,UA,1122,2024-01-19,5,4,Low-Sodium,0,0,1,0
PNR00491,UA,1122,2024-01-19,6,1,Diabetic,1,0,0,0
PNR00492,UA,1122,2024-01-19,2,3,Diabetic,0,0,0,0
PNR00493,UA,1122,2024-01-19,1,1,Halal,0,1,0,0
PNR00494,UA,1122,2024-01-19,5,2,Gluten-Free,0,0,0,0
PNR00495,UA,1122,2024-01-19,5,0,Gluten-Free,0,0,0,0
PNR00496,UA,1123,2024-01-19,4,4,Vegetarian,0,0,0,1
PNR00497,UA,1123,2024-01-19,5,2,Diabetic,0,0,0,0
PNR00498,UA,1123,2024-01-19,1,0,Low-Sodium,0,0,0,0
PNR00499,UA,1123,2024-01-19,4,3,Diabetic,0,0,0,1
PNR00500,UA,1123,2024-01-19,3,2,Diabetic,0,0,0,0
PNR00501,UA,1123,2024-01-19,4,3,Diabetic,0,0,0,0
PNR00502,UA,1123,2024-01-19,4,3,Diabetic,0,0,0,0
PNR00503,UA,1124,2024-01-19,2,3,Low-Sodium,0,0,0,0
PNR00504,UA,1124,2024-01-19,4,3,Vegetarian,1,0,0,0
PNR00505,UA,1124,2024-01-19,4,0,Diabetic,0,0,0,1
PNR00506,UA,1124,2024-01-19,4,3,Vegan,0,0,0,0
PNR00507,UA,1124,2024-01-19,4,4,Standard,0,0,0,0
PNR00508,UA,1125,2024-01-19,2,1,Vegetarian,0,0,0,0
PNR00509,UA,1125,2024-01-19,5,4,Gluten-Free,0,0,0,0
PNR00510,UA,1125,2024-01-19,1,1,Standard,0,0,0,0
PNR00511,UA,1125,2024-01-19,2,0,Halal,0,0,0,0
PNR00512,UA,1125,2024-01-19,1,3,Diabetic,0,0,0,0
PNR00513,UA,1125,2024-01-19,2,4,Gluten-Free,0,0,0,0
PNR00514,UA,1125,2024-01-19,3,4,Low-Sodium,0,0,0,0
PNR00515,UA,1126,2024-01-19,3,1,Halal,0,0,0,0
PNR00516,UA,1126,2024-01-19,6,3,Halal,0,0,0,1
PNR00517,UA,1126,2024-01-19,1,2,Vegetarian,0,0,0,0
PNR00518,UA,1126,2024-01-19,2,2,Low-Sodium,0,0,0,0
PNR00519,UA,1126,2024-01-19,3,3,Vegetarian,1,0,0,0
PNR00520,UA,1127,2024-01-19,5,3,Standard,0,0,0,0
PNR00521,UA,1127,2024-01-19,1,3,Vegetarian,1,1,0,0
PNR00522,UA,1127,2024-01-19,4,1,Diabetic,1,0,0,1
PNR00523,UA,1127,2024-01-19,4,0,Gluten-Free,0,0,0,1
PNR00524,UA,1127,2024-01-19,5,1,Halal,0,0,0,0
PNR00525,UA,1127,2024-01-19,1,2,Kosher,0,0,0,0
PNR00526,UA,1127,2024-01-19,5,1,Diabetic,0,0,0,0
PNR00527,UA,1127,2024-01-19,6,0,Vegan,0,0,0,0
PNR00528,UA,1128,2024-01-19,2,4,Vegan,0,0,0,0
PNR00529,UA,1128,2024-01-19,2,1,Diabetic,0,0,0,0
PNR00530,UA,1128,2024-01-19,3,4,Diabetic,0,0,0,0
PNR00531,UA,1128,2024-01-19,1,4,Diabetic,0,0,0,0
PNR00532,UA,1128,2024-01-19,5,4,Low-Sodium,0,0,0,0
PNR00533,UA,1128,2024-01-19,5,4,Low-Sodium,0,0,0,1
PNR00534,UA,1128,2024-01-19,2,3,Low-Sodium,1,0,0,0
PNR00535,UA,1129,2024-01-19,1,4,Diabetic,0,0,0,0
PNR00536,UA,1129,2024-01-19,6,2,Halal,0,0,1,0
PNR00537,UA,1129,2024-01-19,3,0,Diabetic,0,0,0,0
PNR00538,UA,1129,2024-01-19,5,4,Diabetic,0,0,0,0
PNR00539,UA,1129,2024-01-19,5,3,Low-Sodium,0,0,0,1
PNR00540,UA,1129,2024-01-19,2,1,Halal,0,0,0,0
PNR00541,UA,1129,2024-01-19,4,1,Diabetic,0,0,0,0
PNR00542,UA,1129,2024-01-19,6,4,Standard,0,0,0,0
PNR00543,UA,1130,2024-01-19,2,3,Halal,0,0,0,0
PNR00544,UA,1130,2024-01-19,4,2,Vegetarian,0,0,0,0
PNR00545,UA,1130,2024-01-19,4,1,Low-Sodium,0,0,0,0
PNR00546,UA,1130,2024-01-19,6,3,Vegetarian,0,0,0,0
PNR00547,UA,1131,2024-01-19,2,0,Halal,0,0,0,0
PNR00548,UA,1131,2024-01-19,2,2,Vegetarian,1,0,0,0
PNR00549,UA,1131,2024-01-19,3,0,Gluten-Free,0,0,0,0
PNR00550,UA,1131,2024-01-19,5,3,Gluten-Free,0,0,0,0
PNR00551,UA,1131,2024-01-19,2,4,Halal,0,0,0,0
PNR00552,UA,1131,2024-01-19,2,3,Gluten-Free,0,0,0,0
PNR00553,UA,1131,2024-01-19,1,1,Diabetic,0,0,0,0
PNR00554,UA,1132,2024-01-19,6,3,Standard,0,0,0,0
PNR00555,UA,1132,2024-01-19,1,0,Standard,0,0,0,0
PNR00556,UA,1132,2024-01-19,2,4,Halal,0,0,0,0
PNR00557,UA,1132,2024-01-19,5,3,Low-Sodium,0,0,0,0
PNR00558,UA,1132,2024-01-19,2,1,Kosher,0,0,0,0
PNR00559,UA,1132,2024-01-19,3,0,Vegetarian,0,0,0,0
PNR00560,UA,1132,2024-01-19,4,3,Gluten-Free,0,0,0,0
PNR00561,UA,1133,2024-01-19,3,4,Gluten-Free,1,0,0,0
PNR00562,UA,1133,2024-01-19,2,3,Kosher,0,0,0,0
PNR00563,UA,1133,2024-01-19,2,3,Diabetic,0,0,0,0
PNR00564,UA,1133,2024-01-19,4,1,Low-Sodium,0,0,0,0
PNR00565,UA,1133,2024-01-19,6,2,Vegetarian,1,0,0,0
PNR00566,UA,1133,2024-01-19,5,1,Vegetarian,0,0,0,0
PNR00567,UA,1133,2024-01-19,2,1,Standard,0,0,0,0
PNR00568,UA,1133,2024-01-19,2,1,Diabetic,1,0,0,0
PNR00569,UA,1134,2024-01-19,4,4,Low-Sodium,0,0,0,0
PNR00570,UA,1134,2024-01-19,4,2,Vegan,0,0,0,1
PNR00571,UA,1134,2024-01-19,1,3,Halal,0,0,0,0
PNR00572,UA,1135,2024-01-19,4,2,Vegan,0,0,0,0
PNR00573,UA,1135,2024-01-19,2,3,Vegetarian,0,0,0,0
PNR00574,UA,1135,2024-01-19,1,3,Gluten-Free,0,0,0,0
PNR00575,UA,1135,2024-01-19,3,1,Kosher,0,0,0,0
PNR00576,UA,1135,2024-01-19,2,0,Vegan,1,1,0,0
PNR00577,UA,1135,2024-01-19,2,1,Vegetarian,0,0,0,0
PNR00578,UA,1136,2024-01-19,5,1,Diabetic,0,0,0,0
PNR00579,UA,1136,2024-01-19,2,0,Kosher,0,0,0,0
PNR00580,UA,1136,2024-01-19,3,0,Kosher,0,0,0,0
PNR00581,UA,1136,2024-01-19,3,4,Low-Sodium,0,0,0,0
PNR00582,UA,1136,2024-01-19,4,1,Halal,0,0,0,0
PNR00583,UA,1136,2024-01-19,6,0,Halal,1,1,0,1
PNR00584,UA,1137,2024-01-19,6,1,Halal,0,0,0,0
PNR00585,UA,1137,2024-01-19,6,0,Diabetic,0,0,0,0
PNR00586,UA,1137,2024-01-19,1,3,Gluten-Free,0,0,0,0
PNR00587,UA,1137,2024-01-19,2,0,Gluten-Free,1,0,0,0
PNR00588,UA,1137,2024-01-19,2,1,Halal,0,0,0,0
PNR00589,UA,1137,2024-01-19,6,2,Vegetarian,1,0,0,0
PNR00590,UA,1137,2024-01-19,3,3,Vegetarian,0,0,1,0
PNR00591,UA,1138,2024-01-19,3,1,Gluten-Free,0,1,0,0
PNR00592,UA,1138,2024-01-19,6,4,Vegetarian,0,0,0,0
PNR00593,UA,1138,2024-01-19,5,3,Gluten-Free,0,0,0,0
PNR00594,UA,1138,2024-01-19,5,3,Standard,0,0,0,1
PNR00595,UA,1138,2024-01-19,1,0,Gluten-Free,0,0,0,0
PNR00596,UA,1138,2024-01-19,2,0,Halal,0,0,0,0
PNR00597,UA,1150,2024-01-20,3,4,Standard,0,0,0,0
PNR00598,UA,1150,2024-01-20,1,1,Kosher,0,0,0,0
PNR00599,UA,1150,2024-01-20,4,4,Standard,0,0,0,0
PNR00600,UA,1150,2024-01-20,5,0,Kosher,0,0,0,0
PNR00601,UA,1150,2024-01-20,5,0,Vegan,0,0,0,1
PNR00602,UA,1150,2024-01-20,6,1,Standard,0,0,0,0
PNR00603,UA,1150,2024-01-20,6,1,Standard,0,0,0,1
PNR00604,UA,1150,2024-01-20,1,4,Low-Sodium,0,0,0,0
PNR00605,UA,1151,2024-01-20,6,2,Standard,0,0,0,1
PNR00606,UA,1151,2024-01-20,4,3,Vegan,0,0,0,1
PNR00607,UA,1151,2024-01-20,4,0,Low-Sodium,0,0,0,0
PNR00608,UA,1151,2024-01-20,2,2,Diabetic,0,0,0,0
PNR00609,UA,1151,2024-01-20,2,0,Vegan,0,0,0,0
PNR00610,UA,1151,2024-01-20,5,1,Kosher,0,0,0,0
PNR00611,UA,1152,2024-01-20,5,2,Low-Sodium,0,0,0,1
PNR00612,UA,1152,2024-01-20,2,3,Low-Sodium,0,0,0,0
PNR00613,UA,1152,2024-01-20,1,4,Diabetic,0,0,0,0
PNR00614,UA,1153,2024-01-20,4,4,Halal,0,0,0,0
PNR00615,UA,1153,2024-01-20,6,3,Kosher,0,0,0,0
PNR00616,UA,1153,2024-01-20,5,1,Standard,0,0,1,1
PNR00617,UA,1153,2024-01-20,5,0,Kosher,0,0,0,0
PNR00618,UA,1153,2024-01-20,4,1,Halal,1,0,0,0
PNR00619,UA,1153,2024-01-20,5,3,Vegetarian,0,0,0,1
PNR00620,UA,1154,2024-01-20,3,2,Standard,0,0,0,0
PNR00621,UA,1154,2024-01-20,2,4,Standard,1,0,0,0
PNR00622,UA,1154,2024-01-20,3,1,Gluten-Free,0,1,0,0
PNR00623,UA,1154,2024-01-20,1,2,Halal,1,0,0,0
PNR00624,UA,1154,2024-01-20,5,1,Low-Sodium,0,0,0,1
PNR00625,UA,1154,2024-01-20,2,3,Standard,0,0,0,0
PNR00626,UA,1155,2024-01-20,2,2,Diabetic,0,0,0,0
PNR00627,UA,1155,2024-01-20,4,0,Standard,0,1,0,0
PNR00628,UA,1155,2024-01-20,2,1,Kosher,0,0,1,0
PNR00629,UA,1155,2024-01-20,3,1,Halal,0,0,0,0
PNR00630,UA,1156,2024-01-20,5,3,Diabetic,1,0,1,1
PNR00631,UA,1156,2024-01-20,2,4,Halal,1,0,0,0
PNR00632,UA,1156,2024-01-20,5,2,Kosher,0,0,0,0
PNR00633,UA,1156,2024-01-20,6,2,Vegetarian,0,0,0,0
PNR00634,UA,1156,2024-01-20,6,3,Diabetic,0,0,0,1
PNR00635,UA,1157,2024-01-20,6,3,Halal,0,0,0,0
PNR00636,UA,1157,2024-01-20,5,1,Halal,1,0,0,1
PNR00637,UA,1157,2024-01-20,2,3,Low-Sodium,1,0,0,0
PNR00638,UA,1157,2024-01-20,3,2,Low-Sodium,0,0,1,0
PNR00639,UA,1157,2024-01-20,6,4,Vegan,0,0,0,0
PNR00640,UA,1157,2024-01-20,3,0,Low-Sodium,0,0,0,0
PNR00641,UA,1157,2024-01-20,6,2,Halal,0,0,0,0
PNR00642,UA,1158,2024-01-20,4,2,Gluten-Free,0,0,0,0
PNR00643,UA,1158,2024-01-20,4,3,Halal,0,0,0,1
PNR00644,UA,1158,2024-01-20,1,0,Standard,0,0,0,0
PNR00645,UA,1159,2024-01-20,4,2,Halal,0,1,0,1
PNR00646,UA,1159,2024-01-20,1,2,Halal,0,0,0,0
PNR00647,UA,1159,2024-01-20,1,4,Gluten-Free,0,0,0,0
PNR00648,UA,1159,2024-01-20,1,0,Kosher,0,0,0,0
PNR00649,UA,1160,2024-01-20,6,3,Gluten-Free,0,0,0,0
PNR00650,UA,1160,2024-01-20,2,1,Kosher,0,0,0,0
PNR00651,UA,1160,2024-01-20,1,1,Vegan,1,0,0,0
PNR00652,UA,1161,2024-01-20,4,4,Standard,0,0,0,0
PNR00653,UA,1161,2024-01-20,6,2,Diabetic,0,0,0,1
PNR00654,UA,1161,2024-01-20,5,3,Halal,1,0,0,0
PNR00655,UA,1162,2024-01-20,2,4,Gluten-Free,1,0,0,0
PNR00656,UA,1162,2024-01-20,2,2,Diabetic,0,0,0,0
PNR00657,UA,1162,2024-01-20,6,1,Vegan,0,0,0,0
PNR00658,UA,1162,2024-01-20,4,2,Standard,0,0,0,0
PNR00659,UA,1162,2024-01-20,6,1,Vegan,0,0,0,1
PNR00660,UA,1162,2024-01-20,3,3,Vegetarian,0,0,0,0
PNR00661,UA,1162,2024-01-20,4,2,Vegan,0,0,0,1
PNR00662,UA,1163,2024-01-20,4,3,Halal,0,0,0,1
PNR00663,UA,1163,2024-01-20,6,3,Standard,0,1,0,1
PNR00664,UA,1163,2024-01-20,3,3,Standard,0,0,0,0
PNR00665,UA,1164,2024-01-20,2,2,Standard,0,0,0,0
PNR00666,UA,1164,2024-01-20,1,0,Low-Sodium,0,0,0,0
PNR00667,UA,1164,2024-01-20,1,1,Standard,0,0,0,0
PNR00668,UA,1164,2024-01-20,2,2,Diabetic,0,0,0,0
PNR00669,UA,1164,2024-01-20,4,3,Standard,0,0,0,0
PNR00670,UA,1164,2024-01-20,5,0,Kosher,0,0,0,0
PNR00671,UA,1165,2024-01-20,1,4,Diabetic,0,0,0,0
PNR00672,UA,1165,2024-01-20,6,2,Gluten-Free,0,0,0,0
PNR00673,UA,1165,2024-01-20,3,0,Gluten-Free,1,0,0,0
PNR00674,UA,1165,2024-01-20,4,2,Standard,0,0,0,1
PNR00675,UA,1165,2024-01-20,4,2,Vegetarian,0,0,0,0
PNR00676,UA,1165,2024-01-20,6,0,Gluten-Free,0,0,0,0
PNR00677,UA,1165,2024-01-20,2,2,Standard,1,0,0,0
PNR00678,UA,1166,2024-01-20,6,2,Gluten-Free,0,0,0,0
PNR00679,UA,1166,2024-01-20,6,0,Low-Sodium,0,0,0,1
PNR00680,UA,1166,2024-01-20,5,2,Vegan,0,0,0,0
PNR00681,UA,1166,2024-01-20,1,4,Kosher,1,0,0,0
PNR00682,UA,1167,2024-01-20,3,4,Gluten-Free,1,0,0,0
PNR00683,UA,1167,2024-01-20,5,3,Diabetic,0,0,0,0
PNR00684,UA,1167,2024-01-20,6,1,Vegetarian,0,0,0,1
PNR00685,UA,1167,2024-01-20,4,4,Halal,0,0,0,0
PNR00686,UA,1167,2024-01-20,5,2,Halal,0,0,0,0
PNR00687,UA,1168,2024-01-20,6,3,Low-Sodium,0,0,0,1
PNR00688,UA,1168,2024-01-20,6,1,Halal,0,0,0,0
PNR00689,UA,1168,2024-01-20,6,1,Low-Sodium,0,0,0,0
PNR00690,UA,1168,2024-01-20,5,1,Kosher,1,0,0,0
PNR00691,UA,1180,2024-01-21,4,2,Low-Sodium,1,1,0,1
PNR00692,UA,1180,2024-01-21,2,2,Standard,0,0,0,0
PNR00693,UA,1180,2024-01-21,5,0,Vegetarian,0,0,0,0
PNR00694,UA,1181,2024-01-21,2,1,Halal,0,0,0,0
PNR00695,UA,1181,2024-01-21,2,4,Vegan,0,0,0,0
PNR00696,UA,1181,2024-01-21,4,4,Vegan,0,1,0,0
PNR00697,UA,1181,2024-01-21,1,4,Vegetarian,0,0,0,0
PNR00698,UA,1182,2024-01-21,2,4,Standard,0,0,0,0
PNR00699,UA,1182,2024-01-21,5,2,Kosher,1,0,0,0
PNR00700,UA,1182,2024-01-21,3,3,Vegetarian,0,0,0,0
PNR00701,UA,1182,2024-01-21,5,3,Kosher,0,0,0,0
PNR00702,UA,1182,2024-01-21,3,4,Halal,0,0,0,0
PNR00703,UA,1183,2024-01-21,2,0,Diabetic,0,0,0,0
PNR00704,UA,1183,2024-01-21,3,2,Standard,0,0,0,0
PNR00705,UA,1183,2024-01-21,1,4,Vegetarian,0,0,0,0
PNR00706,UA,1183,2024-01-21,1,2,Low-Sodium,1,0,0,0
PNR00707,UA,1184,2024-01-21,4,4,Kosher,0,0,0,0
PNR00708,UA,1184,2024-01-21,3,1,Diabetic,0,0,0,0
PNR00709,UA,1184,2024-01-21,3,0,Halal,0,0,0,0
PNR00710,UA,1184,2024-01-21,1,1,Diabetic,0,0,0,0
PNR00711,UA,1184,2024-01-21,3,3,Standard,1,0,0,0
PNR00712,UA,1184,2024-01-21,4,1,Low-Sodium,0,0,0,0
PNR00713,UA,1184,2024-01-21,1,1,Kosher,0,0,0,0
PNR00714,UA,1185,2024-01-21,1,1,Diabetic,0,0,0,0
PNR00715,UA,1185,2024-01-21,2,1,Standard,0,0,0,0
PNR00716,UA,1185,2024-01-21,6,4,Kosher,0,1,0,1
PNR00717,UA,1185,2024-01-21,4,0,Standard,0,0,1,1
PNR00718,UA,1185,2024-01-21,6,3,Gluten-Free,0,0,0,0
PNR00719,UA,1185,2024-01-21,4,1,Standard,0,0,0,0
PNR00720,UA,1185,2024-01-21,1,0,Low-Sodium,0,0,0,0
PNR00721,UA,1186,2024-01-21,1,2,Gluten-Free,1,0,0,0
PNR00722,UA,1186,2024-01-21,2,3,Vegan,0,0,0,0
PNR00723,UA,1186,2024-01-21,3,2,Kosher,1,0,0,0
PNR00724,UA,1186,2024-01-21,4,2,Vegan,0,0,0,0
PNR00725,UA,1187,2024-01-21,4,0,Vegetarian,0,0,0,0
PNR00726,UA,1187,2024-01-21,2,1,Vegetarian,0,0,0,0
PNR00727,UA,1187,2024-01-21,2,1,Low-Sodium,1,0,0,0
PNR00728,UA,1187,2024-01-21,6,3,Diabetic,0,0,0,0
PNR00729,UA,1187,2024-01-21,3,0,Standard,0,0,0,0
PNR00730,UA,1187,2024-01-21,4,2,Low-Sodium,0,0,0,0
PNR00731,UA,1188,2024-01-21,2,1,Kosher,0,0,1,0
PNR00732,UA,1188,2024-01-21,4,0,Diabetic,0,0,0,0
PNR00733,UA,1188,2024-01-21,1,2,Vegan,0,0,0,0
PNR00734,UA,1188,2024-01-21,6,0,Kosher,0,0,0,0
PNR00735,UA,1188,2024-01-21,5,4,Halal,0,0,0,0
PNR00736,UA,1188,2024-01-21,1,0,Kosher,1,0,0,0
PNR00737,UA,1188,2024-01-21,4,3,Vegan,0,0,0,1
PNR00738,UA,1189,2024-01-21,1,0,Kosher,0,0,0,0
PNR00739,UA,1189,2024-01-21,2,1,Standard,0,0,0,0
PNR00740,UA,1189,2024-01-21,2,3,Halal,0,0,0,0
PNR00741,UA,1189,2024-01-21,4,3,Low-Sodium,0,0,0,0
PNR00742,UA,1189,2024-01-21,3,3,Vegetarian,0,0,0,0
PNR00743,UA,1190,2024-01-21,6,2,Standard,0,0,0,0
PNR00744,UA,1190,2024-01-21,1,0,Vegan,0,0,0,0
PNR00745,UA,1190,2024-01-21,3,4,Vegan,0,0,0,0
PNR00746,UA,1191,2024-01-21,4,2,Vegan,0,0,0,1
PNR00747,UA,1191,2024-01-21,6,2,Gluten-Free,1,1,0,0
PNR00748,UA,1191,2024-01-21,3,1,Halal,0,0,0,0
PNR00749,UA,1191,2024-01-21,5,0,Standard,0,0,0,0
PNR00750,UA,1191,2024-01-21,4,3,Kosher,0,0,0,0
PNR00751,UA,1191,2024-01-21,3,4,Vegan,0,0,0,0
PNR00752,UA,1192,2024-01-21,1,4,Kosher,0,0,0,0
