pnr_id,remark_code,remark_text,remark_category,priority_level,created_date,resolved_date,status
PNR00585,SSR,Extra legroom requested,Special Service,Medium,2024-01-19T20:27:00,2024-01-19T21:12:00,Resolved
PNR00586,SSR,Extra legroom requested,Special Service,High,2024-01-19T19:18:00,2024-01-19T20:02:00,Resolved
PNR00586,SSR,Pet travel confirmed,Special Service,High,2024-01-19T20:09:00,2024-01-19T21:49:00,Resolved
PNR00586,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-19T21:32:00,2024-01-19T23:04:00,Resolved
PNR00588,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-19T19:32:00,2024-01-19T21:24:00,Resolved
PNR00588,SSR,Pet travel confirmed,Special Service,High,2024-01-19T18:12:00,2024-01-19T18:51:00,Resolved
PNR00588,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-19T19:37:00,2024-01-19T19:49:00,Resolved
PNR00589,SSR,Bassinet seat requested,Special Service,Low,2024-01-19T20:37:00,2024-01-19T22:13:00,Resolved
PNR00589,SSR,Oxygen equipment required,Special Service,Low,2024-01-19T18:31:00,2024-01-19T19:20:00,Resolved
PNR00589,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-19T22:09:00,2024-01-19T23:15:00,Resolved
PNR00590,SSR,Wheelchair assistance needed,Special Service,High,2024-01-19T18:44:00,2024-01-19T19:51:00,Resolved
PNR00590,SSR,Group booking special handling,Special Service,Low,2024-01-19T20:40:00,2024-01-19T21:39:00,Resolved
PNR00592,SSR,Deaf/hard of hearing passenger,Special Service,Low,2024-01-19T09:30:00,2024-01-19T09:58:00,Resolved
PNR00593,SSR,Extra legroom requested,Special Service,Medium,2024-01-19T11:08:00,2024-01-19T12:18:00,Resolved
PNR00593,SSR,Pet travel approved,Special Service,High,2024-01-19T12:47:00,2024-01-19T14:03:00,Resolved
PNR00593,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-19T10:38:00,2024-01-19T12:19:00,Pending
PNR00595,SSR,Bassinet seat requested,Special Service,Medium,2024-01-19T12:03:00,2024-01-19T13:44:00,Resolved
PNR00595,SSR,Standard meal preference,Special Service,High,2024-01-19T10:49:00,2024-01-19T11:51:00,Resolved
PNR00596,SSR,Oxygen equipment required,Special Service,Low,2024-01-19T13:33:00,2024-01-19T14:23:00,Resolved
PNR00596,SSR,Bassinet seat requested,Special Service,Medium,2024-01-19T10:40:00,2024-01-19T11:48:00,Resolved
PNR00597,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-20T08:31:00,2024-01-20T09:01:00,Resolved
PNR00598,SSR,Deaf/hard of hearing passenger,Special Service,Low,2024-01-20T12:54:00,2024-01-20T14:36:00,Resolved
PNR00598,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-20T10:25:00,2024-01-20T11:55:00,Resolved
PNR00599,SSR,Standard meal preference,Special Service,High,2024-01-20T10:45:00,2024-01-20T12:40:00,Resolved
PNR00600,SSR,Standard meal preference,Special Service,High,2024-01-20T09:35:00,2024-01-20T10:17:00,Resolved
PNR00600,SSR,Group booking special handling,Special Service,Low,2024-01-20T10:05:00,2024-01-20T10:45:00,Resolved
PNR00600,SSR,Group booking confirmed,Special Service,Low,2024-01-20T12:38:00,2024-01-20T14:25:00,Resolved
PNR00602,SSR,Stretcher case,Special Service,Low,2024-01-20T09:33:00,2024-01-20T09:46:00,Resolved
PNR00602,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-20T11:39:00,2024-01-20T12:58:00,Resolved
PNR00603,SSR,Bassinet seat requested,Special Service,Medium,2024-01-20T11:25:00,2024-01-20T11:44:00,Resolved
PNR00603,SSR,Service animal onboard,Special Service,High,2024-01-20T12:01:00,2024-01-20T13:44:00,Resolved
PNR00603,SSR,Extra legroom requested,Special Service,Low,2024-01-20T08:27:00,2024-01-20T09:04:00,Resolved
PNR00605,SSR,Pet travel approved,Special Service,High,2024-01-20T03:04:00,2024-01-20T04:05:00,Resolved
PNR00605,SSR,Standard meal confirmed,Special Service,Medium,2024-01-20T03:36:00,2024-01-20T05:10:00,Pending
PNR00606,SSR,Unaccompanied minor,Special Service,High,2024-01-20T04:45:00,2024-01-20T05:10:00,Resolved
PNR00606,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-20T04:45:00,2024-01-20T05:52:00,Resolved
PNR00607,SSR,Gluten-free meal requested,Special Service,High,2024-01-20T02:51:00,2024-01-20T04:05:00,Resolved
PNR00607,SSR,Stretcher case,Special Service,Medium,2024-01-20T01:31:00,2024-01-20T03:11:00,Resolved
PNR00607,SSR,Group booking confirmed,Special Service,Medium,2024-01-20T04:19:00,2024-01-20T06:10:00,Resolved
PNR00608,SSR,Unaccompanied minor confirmed,Special Service,Low,2024-01-20T04:47:00,2024-01-20T04:57:00,Resolved
PNR00610,SSR,Pet travel approved,Special Service,High,2024-01-20T00:47:00,2024-01-20T02:12:00,Resolved
PNR00610,SSR,Special baggage: musical instrument,Special Service,High,2024-01-20T02:48:00,2024-01-20T04:02:00,Resolved
PNR00610,SSR,Oxygen equipment required,Special Service,Medium,2024-01-20T02:21:00,2024-01-20T02:43:00,Resolved
PNR00612,SSR,Stretcher case,Special Service,High,2024-01-20T15:35:00,2024-01-20T16:42:00,Resolved
PNR00612,SSR,Pet travel confirmed,Special Service,Low,2024-01-20T18:28:00,2024-01-20T19:26:00,Resolved
PNR00612,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-20T19:39:00,2024-01-20T20:53:00,Resolved
PNR00613,SSR,Pet travel approved,Special Service,Medium,2024-01-20T18:39:00,2024-01-20T19:09:00,Resolved
PNR00615,SSR,Standard meal preference,Special Service,Low,2024-01-20T18:19:00,2024-01-20T18:46:00,Resolved
PNR00615,SSR,Group booking confirmed,Special Service,Low,2024-01-20T18:32:00,2024-01-20T19:39:00,Resolved
PNR00615,SSR,Standard meal confirmed,Special Service,Medium,2024-01-20T16:52:00,2024-01-20T17:15:00,Pending
PNR00616,SSR,Standard meal confirmed,Special Service,Medium,2024-01-20T16:49:00,2024-01-20T17:11:00,Resolved
PNR00616,SSR,Gluten-free meal requested,Special Service,Low,2024-01-20T18:38:00,2024-01-20T19:45:00,Resolved
PNR00617,SSR,Pet travel confirmed,Special Service,Medium,2024-01-20T17:30:00,2024-01-20T19:05:00,Resolved
PNR00617,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-20T17:29:00,2024-01-20T18:26:00,Resolved
PNR00617,SSR,Pet travel approved,Special Service,High,2024-01-20T15:53:00,2024-01-20T16:38:00,Pending
PNR00620,SSR,Stretcher case,Special Service,Low,2024-01-20T08:28:00,2024-01-20T08:54:00,Resolved
PNR00621,SSR,Special baggage: musical instrument,Special Service,High,2024-01-20T09:44:00,2024-01-20T10:03:00,Resolved
PNR00622,SSR,Group booking confirmed,Special Service,Medium,2024-01-20T11:06:00,2024-01-20T11:57:00,Resolved
PNR00623,SSR,Gluten-free meal requested,Special Service,Low,2024-01-20T08:52:00,2024-01-20T10:08:00,Resolved
PNR00623,SSR,Gluten-free meal requested,Special Service,Low,2024-01-20T10:23:00,2024-01-20T10:34:00,Resolved
PNR00623,SSR,Vegetarian meal requested,Special Service,High,2024-01-20T09:20:00,2024-01-20T10:02:00,Resolved
PNR00625,SSR,Wheelchair assistance needed,Special Service,Medium,2024-01-20T09:53:00,2024-01-20T11:05:00,Pending
PNR00625,SSR,Medical assistance required,Special Service,High,2024-01-20T11:13:00,2024-01-20T12:52:00,Resolved
PNR00625,SSR,Group booking special handling,Special Service,Low,2024-01-20T11:02:00,2024-01-20T12:36:00,Resolved
PNR00626,SSR,Unaccompanied minor,Special Service,Low,2024-01-20T15:31:00,2024-01-20T15:50:00,Pending
PNR00627,SSR,Deaf/hard of hearing passenger,Special Service,Low,2024-01-20T14:56:00,2024-01-20T15:38:00,Resolved
PNR00627,SSR,Pet travel confirmed,Special Service,High,2024-01-20T12:49:00,2024-01-20T13:32:00,Pending
PNR00627,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-20T16:08:00,2024-01-20T16:31:00,Resolved
PNR00628,SSR,Standard meal confirmed,Special Service,Low,2024-01-20T15:44:00,2024-01-20T16:40:00,Resolved
PNR00629,SSR,Group booking special handling,Special Service,High,2024-01-20T15:20:00,2024-01-20T17:15:00,Resolved
PNR00629,SSR,Unaccompanied minor,Special Service,High,2024-01-20T14:00:00,2024-01-20T15:10:00,Resolved
PNR00630,SSR,Standard meal confirmed,Special Service,Medium,2024-01-20T12:38:00,2024-01-20T13:27:00,Pending
PNR00631,SSR,Vegetarian meal requested,Special Service,High,2024-01-20T16:20:00,2024-01-20T16:36:00,Resolved
PNR00631,SSR,Gluten-free meal requested,Special Service,Low,2024-01-20T16:09:00,2024-01-20T18:04:00,Pending
PNR00632,SSR,Group booking confirmed,Special Service,High,2024-01-20T15:33:00,2024-01-20T16:45:00,Resolved
PNR00632,SSR,Group booking confirmed,Special Service,Medium,2024-01-20T15:01:00,2024-01-20T16:46:00,Pending
PNR00632,SSR,Vegetarian meal confirmed,Special Service,High,2024-01-20T16:18:00,2024-01-20T18:06:00,Resolved
PNR00633,SSR,Standard meal preference,Special Service,Medium,2024-01-20T15:33:00,2024-01-20T16:16:00,Resolved
PNR00633,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-20T13:11:00,2024-01-20T13:21:00,Resolved
PNR00633,SSR,Special baggage: musical instrument,Special Service,High,2024-01-20T16:26:00,2024-01-20T17:25:00,Pending
PNR00634,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-20T16:12:00,2024-01-20T17:00:00,Resolved
PNR00634,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-20T14:41:00,2024-01-20T16:09:00,Resolved
PNR00636,SSR,Medical assistance required,Special Service,High,2024-01-20T09:17:00,2024-01-20T11:13:00,Resolved
PNR00636,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-20T08:50:00,2024-01-20T10:00:00,Resolved
PNR00637,SSR,Group booking confirmed,Special Service,Medium,2024-01-20T07:45:00,2024-01-20T09:17:00,Resolved
PNR00638,SSR,Service animal onboard,Special Service,Medium,2024-01-20T07:46:00,2024-01-20T09:25:00,Pending
PNR00638,SSR,Pet travel confirmed,Special Service,Low,2024-01-20T07:41:00,2024-01-20T09:31:00,Pending
PNR00639,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-20T09:48:00,2024-01-20T10:56:00,Resolved
PNR00640,SSR,Standard meal confirmed,Special Service,Medium,2024-01-20T11:24:00,2024-01-20T13:04:00,Resolved
PNR00641,SSR,Extra legroom requested,Special Service,High,2024-01-20T09:51:00,2024-01-20T11:43:00,Resolved
PNR00642,SSR,Pet travel confirmed,Special Service,High,2024-01-20T05:20:00,2024-01-20T05:39:00,Resolved
PNR00642,SSR,Group booking confirmed,Special Service,Medium,2024-01-20T08:27:00,2024-01-20T09:23:00,Resolved
PNR00642,SSR,Vegetarian meal requested,Special Service,Low,2024-01-20T08:21:00,2024-01-20T10:01:00,Resolved
PNR00644,SSR,Bassinet seat requested,Special Service,Medium,2024-01-20T06:37:00,2024-01-20T08:24:00,Resolved
PNR00645,SSR,Standard meal confirmed,Special Service,High,2024-01-20T10:48:00,2024-01-20T11:25:00,Resolved
PNR00645,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-20T12:16:00,2024-01-20T13:22:00,Resolved
PNR00647,SSR,Stretcher case,Special Service,High,2024-01-20T09:19:00,2024-01-20T10:03:00,Pending
PNR00647,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-20T12:49:00,2024-01-20T14:12:00,Resolved
PNR00647,SSR,Oxygen equipment required,Special Service,Low,2024-01-20T11:46:00,2024-01-20T12:50:00,Resolved
PNR00648,SSR,Vegetarian meal requested,Special Service,Low,2024-01-20T10:04:00,2024-01-20T11:08:00,Resolved
PNR00648,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-20T11:25:00,2024-01-20T11:41:00,Pending
PNR00649,SSR,Group booking special handling,Special Service,Low,2024-01-20T01:07:00,2024-01-20T01:37:00,Resolved
PNR00649,SSR,Extra legroom requested,Special Service,Medium,2024-01-20T01:49:00,2024-01-20T03:31:00,Resolved
PNR00650,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-20T02:52:00,2024-01-20T04:36:00,Resolved
PNR00650,SSR,Vegetarian meal requested,Special Service,Low,2024-01-20T00:59:00,2024-01-20T01:11:00,Resolved
PNR00652,SSR,Unaccompanied minor,Special Service,Medium,2024-01-20T20:31:00,2024-01-20T21:13:00,Resolved
PNR00652,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-20T19:54:00,2024-01-20T21:24:00,Resolved
PNR00652,SSR,Pet travel approved,Special Service,Low,2024-01-20T17:33:00,2024-01-20T18:03:00,Resolved
PNR00654,SSR,Standard meal preference,Special Service,Low,2024-01-20T21:12:00,2024-01-20T21:53:00,Resolved
PNR00654,SSR,Standard meal confirmed,Special Service,Medium,2024-01-20T21:01:00,2024-01-20T22:22:00,Resolved
PNR00655,SSR,Bassinet seat requested,Special Service,High,2024-01-20T19:48:00,2024-01-20T21:16:00,Resolved
PNR00656,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-20T20:06:00,2024-01-20T22:04:00,Resolved
PNR00657,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-20T16:57:00,2024-01-20T18:55:00,Pending
PNR00657,SSR,Vegetarian meal requested,Special Service,Low,2024-01-20T16:55:00,2024-01-20T18:36:00,Resolved
PNR00657,SSR,Oxygen equipment required,Special Service,Low,2024-01-20T18:25:00,2024-01-20T20:12:00,Resolved
PNR00658,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-20T17:31:00,2024-01-20T17:44:00,Resolved
PNR00658,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-20T18:38:00,2024-01-20T19:46:00,Resolved
PNR00660,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-20T16:13:00,2024-01-20T17:03:00,Resolved
PNR00660,SSR,Vegetarian meal confirmed,Special Service,High,2024-01-20T20:04:00,2024-01-20T20:23:00,Resolved
PNR00660,SSR,Pet travel confirmed,Special Service,Medium,2024-01-20T16:25:00,2024-01-20T17:11:00,Resolved
PNR00665,SSR,Vegetarian meal requested,Special Service,High,2024-01-20T04:24:00,2024-01-20T06:07:00,Resolved
PNR00665,SSR,Standard meal confirmed,Special Service,Low,2024-01-20T01:42:00,2024-01-20T02:43:00,Resolved
PNR00666,SSR,Standard meal preference,Special Service,High,2024-01-20T00:27:00,2024-01-20T02:00:00,Resolved
PNR00666,SSR,Special baggage: musical instrument,Special Service,High,2024-01-20T04:14:00,2024-01-20T06:11:00,Resolved
PNR00666,SSR,Medical assistance required,Special Service,Medium,2024-01-20T02:42:00,2024-01-20T02:54:00,Resolved
PNR00667,SSR,Unaccompanied minor confirmed,Special Service,Low,2024-01-20T02:38:00,2024-01-20T03:35:00,Resolved
PNR00667,SSR,Gluten-free meal requested,Special Service,High,2024-01-20T00:31:00,2024-01-20T02:01:00,Resolved
PNR00667,SSR,Oxygen equipment required,Special Service,Medium,2024-01-20T04:20:00,2024-01-20T05:41:00,Resolved
PNR00668,SSR,Group booking special handling,Special Service,High,2024-01-20T01:08:00,2024-01-20T02:42:00,Resolved
PNR00668,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-20T03:12:00,2024-01-20T04:59:00,Resolved
PNR00668,SSR,Oxygen equipment required,Special Service,Low,2024-01-20T04:05:00,2024-01-20T05:41:00,Resolved
PNR00669,SSR,Wheelchair assistance confirmed,Special Service,Low,2024-01-20T03:06:00,2024-01-20T04:45:00,Resolved
PNR00669,SSR,Oxygen equipment required,Special Service,Medium,2024-01-20T02:28:00,2024-01-20T03:01:00,Resolved
PNR00669,SSR,Extra legroom requested,Special Service,High,2024-01-20T03:09:00,2024-01-20T03:47:00,Resolved
PNR00670,SSR,Service animal onboard,Special Service,Medium,2024-01-20T03:58:00,2024-01-20T04:38:00,Resolved
PNR00670,SSR,Pet travel approved,Special Service,High,2024-01-20T02:18:00,2024-01-20T04:05:00,Resolved
PNR00670,SSR,Service animal onboard,Special Service,High,2024-01-20T01:16:00,2024-01-20T03:15:00,Resolved
PNR00671,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-20T13:27:00,2024-01-20T13:44:00,Resolved
PNR00671,SSR,Stretcher case,Special Service,Medium,2024-01-20T11:49:00,2024-01-20T12:03:00,Resolved
PNR00671,SSR,Standard meal preference,Special Service,High,2024-01-20T10:21:00,2024-01-20T12:12:00,Resolved
PNR00672,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-20T09:31:00,2024-01-20T10:22:00,Resolved
PNR00673,SSR,Group booking confirmed,Special Service,High,2024-01-20T10:50:00,2024-01-20T12:31:00,Resolved
PNR00673,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-20T11:26:00,2024-01-20T11:49:00,Resolved
PNR00673,SSR,Special baggage: musical instrument,Special Service,Low,2024-01-20T12:04:00,2024-01-20T13:38:00,Pending
PNR00675,SSR,Group booking special handling,Special Service,Medium,2024-01-20T11:58:00,2024-01-20T12:56:00,Resolved
PNR00675,SSR,Gluten-free meal requested,Special Service,Low,2024-01-20T13:53:00,2024-01-20T14:08:00,Resolved
PNR00675,SSR,Medical assistance required,Special Service,High,2024-01-20T13:32:00,2024-01-20T13:49:00,Resolved
PNR00676,SSR,Standard meal confirmed,Special Service,High,2024-01-20T10:48:00,2024-01-20T12:18:00,Resolved
PNR00676,SSR,Group booking confirmed,Special Service,High,2024-01-20T09:46:00,2024-01-20T11:40:00,Resolved
PNR00677,SSR,Pet travel confirmed,Special Service,High,2024-01-20T13:27:00,2024-01-20T14:40:00,Resolved
PNR00677,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-20T12:21:00,2024-01-20T12:46:00,Resolved
PNR00677,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-20T11:20:00,2024-01-20T11:33:00,Resolved
PNR00678,SSR,Wheelchair assistance confirmed,Special Service,Low,2024-01-20T18:26:00,2024-01-20T20:11:00,Resolved
PNR00678,SSR,Pet travel approved,Special Service,High,2024-01-20T14:31:00,2024-01-20T15:16:00,Resolved
PNR00678,SSR,Stretcher case,Special Service,High,2024-01-20T15:03:00,2024-01-20T15:55:00,Resolved
PNR00679,SSR,Extra legroom requested,Special Service,Medium,2024-01-20T18:24:00,2024-01-20T18:37:00,Resolved
PNR00679,SSR,Wheelchair assistance needed,Special Service,Low,2024-01-20T14:21:00,2024-01-20T16:11:00,Resolved
PNR00680,SSR,Vegetarian meal confirmed,Special Service,Medium,2024-01-20T17:01:00,2024-01-20T17:31:00,Resolved
PNR00682,SSR,Bassinet seat requested,Special Service,Low,2024-01-20T11:44:00,2024-01-20T11:56:00,Resolved
PNR00682,SSR,Extra legroom requested,Special Service,Medium,2024-01-20T12:47:00,2024-01-20T13:32:00,Resolved
PNR00682,SSR,Medical assistance required,Special Service,Medium,2024-01-20T11:37:00,2024-01-20T12:27:00,Resolved
PNR00683,SSR,Group booking confirmed,Special Service,High,2024-01-20T09:21:00,2024-01-20T10:00:00,Resolved
PNR00683,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-20T09:48:00,2024-01-20T10:10:00,Resolved
PNR00684,SSR,Standard meal confirmed,Special Service,High,2024-01-20T10:33:00,2024-01-20T11:58:00,Resolved
PNR00684,SSR,Vegetarian meal requested,Special Service,Low,2024-01-20T10:51:00,2024-01-20T11:09:00,Resolved
PNR00686,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-20T12:48:00,2024-01-20T13:31:00,Resolved
PNR00686,SSR,Group booking special handling,Special Service,Medium,2024-01-20T11:16:00,2024-01-20T11:31:00,Resolved
PNR00686,SSR,Unaccompanied minor,Special Service,Medium,2024-01-20T12:56:00,2024-01-20T13:53:00,Resolved
PNR00687,SSR,Gluten-free meal confirmed,Special Service,Low,2024-01-20T05:48:00,2024-01-20T06:59:00,Resolved
PNR00687,SSR,Pet travel approved,Special Service,Medium,2024-01-20T03:53:00,2024-01-20T04:50:00,Resolved
PNR00687,SSR,Bassinet seat requested,Special Service,Medium,2024-01-20T05:50:00,2024-01-20T06:00:00,Resolved
PNR00689,SSR,Oxygen equipment required,Special Service,Medium,2024-01-20T05:20:00,2024-01-20T05:58:00,Resolved
PNR00689,SSR,Unaccompanied minor,Special Service,Low,2024-01-20T05:30:00,2024-01-20T07:01:00,Resolved
PNR00690,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-20T05:41:00,2024-01-20T06:00:00,Resolved
PNR00690,SSR,Vegetarian meal confirmed,Special Service,High,2024-01-20T05:22:00,2024-01-20T06:17:00,Resolved
PNR00690,SSR,Group booking special handling,Special Service,Medium,2024-01-20T01:35:00,2024-01-20T01:46:00,Resolved
PNR00691,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-21T10:50:00,2024-01-21T11:21:00,Resolved
PNR00692,SSR,Group booking special handling,Special Service,Medium,2024-01-21T13:32:00,2024-01-21T13:54:00,Resolved
PNR00692,SSR,Bassinet seat requested,Special Service,High,2024-01-21T14:53:00,2024-01-21T15:40:00,Resolved
PNR00693,SSR,Group booking special handling,Special Service,Medium,2024-01-21T14:12:00,2024-01-21T14:33:00,Resolved
PNR00693,SSR,Pet travel approved,Special Service,Medium,2024-01-21T13:31:00,2024-01-21T15:13:00,Resolved
PNR00693,SSR,Special baggage: musical instrument,Special Service,Medium,2024-01-21T13:27:00,2024-01-21T13:55:00,Resolved
PNR00694,SSR,Oxygen equipment required,Special Service,Medium,2024-01-21T06:55:00,2024-01-21T08:52:00,Resolved
PNR00694,SSR,Group booking special handling,Special Service,High,2024-01-21T07:04:00,2024-01-21T08:43:00,Resolved
PNR00694,SSR,Extra legroom requested,Special Service,Medium,2024-01-21T06:42:00,2024-01-21T08:24:00,Resolved
PNR00695,SSR,Medical assistance required,Special Service,Low,2024-01-21T03:43:00,2024-01-21T05:29:00,Resolved
PNR00696,SSR,Pet travel confirmed,Special Service,Low,2024-01-21T06:18:00,2024-01-21T07:24:00,Resolved
PNR00698,SSR,Standard meal preference,Special Service,High,2024-01-21T16:30:00,2024-01-21T16:46:00,Resolved
PNR00700,SSR,Group booking confirmed,Special Service,High,2024-01-21T12:28:00,2024-01-21T12:40:00,Resolved
PNR00700,SSR,Unaccompanied minor,Special Service,Medium,2024-01-21T15:17:00,2024-01-21T16:26:00,Pending
PNR00700,SSR,Bassinet seat requested,Special Service,High,2024-01-21T16:33:00,2024-01-21T17:51:00,Resolved
PNR00701,SSR,Unaccompanied minor,Special Service,High,2024-01-21T14:53:00,2024-01-21T15:10:00,Pending
PNR00701,SSR,Pet travel approved,Special Service,High,2024-01-21T15:01:00,2024-01-21T15:11:00,Resolved
PNR00703,SSR,Unaccompanied minor confirmed,Special Service,Medium,2024-01-21T13:11:00,2024-01-21T15:02:00,Pending
PNR00703,SSR,Group booking confirmed,Special Service,Medium,2024-01-21T10:53:00,2024-01-21T12:45:00,Resolved
PNR00703,SSR,Vegetarian meal requested,Special Service,High,2024-01-21T12:46:00,2024-01-21T14:23:00,Resolved
PNR00704,SSR,Group booking confirmed,Special Service,Low,2024-01-21T11:53:00,2024-01-21T13:45:00,Resolved
PNR00704,SSR,Gluten-free meal requested,Special Service,High,2024-01-21T09:22:00,2024-01-21T09:46:00,Pending
PNR00704,SSR,Stretcher case,Special Service,Medium,2024-01-21T09:48:00,2024-01-21T10:58:00,Resolved
PNR00709,SSR,Special baggage: musical instrument,Special Service,High,2024-01-21T12:02:00,2024-01-21T13:37:00,Resolved
PNR00709,SSR,Wheelchair assistance needed,Special Service,Low,2024-01-21T08:47:00,2024-01-21T09:22:00,Resolved
PNR00709,SSR,Standard meal preference,Special Service,High,2024-01-21T11:31:00,2024-01-21T12:52:00,Resolved
PNR00710,SSR,Unaccompanied minor confirmed,Special Service,Low,2024-01-21T08:36:00,2024-01-21T09:59:00,Resolved
PNR00710,SSR,Standard meal confirmed,Special Service,Medium,2024-01-21T11:24:00,2024-01-21T12:50:00,Resolved
PNR00710,SSR,Unaccompanied minor confirmed,Special Service,High,2024-01-21T10:43:00,2024-01-21T12:16:00,Resolved
PNR00711,SSR,Deaf/hard of hearing passenger,Special Service,Low,2024-01-21T09:02:00,2024-01-21T10:45:00,Resolved
PNR00711,SSR,Vegetarian meal requested,Special Service,Low,2024-01-21T11:50:00,2024-01-21T12:29:00,Resolved
PNR00712,SSR,Group booking special handling,Special Service,High,2024-01-21T10:50:00,2024-01-21T11:12:00,Resolved
PNR00712,SSR,Gluten-free meal requested,Special Service,Medium,2024-01-21T10:55:00,2024-01-21T12:02:00,Resolved
PNR00713,SSR,Special baggage: musical instrument,Special Service,High,2024-01-21T08:05:00,2024-01-21T09:53:00,Resolved
PNR00714,SSR,Bassinet seat requested,Special Service,Low,2024-01-21T15:15:00,2024-01-21T16:18:00,Resolved
PNR00714,SSR,Pet travel approved,Special Service,Medium,2024-01-21T16:13:00,2024-01-21T16:48:00,Resolved
PNR00714,SSR,Stretcher case,Special Service,Low,2024-01-21T18:30:00,2024-01-21T19:29:00,Pending
PNR00715,SSR,Gluten-free meal confirmed,Special Service,Medium,2024-01-21T16:11:00,2024-01-21T17:02:00,Pending
PNR00715,SSR,Vegetarian meal confirmed,Special Service,Low,2024-01-21T15:43:00,2024-01-21T16:04:00,Resolved
PNR00716,SSR,Oxygen equipment required,Special Service,Low,2024-01-21T17:15:00,2024-01-21T18:03:00,Resolved
PNR00718,SSR,Oxygen equipment required,Special Service,Medium,2024-01-21T17:26:00,2024-01-21T17:38:00,Resolved
PNR00718,SSR,Stretcher case,Special Service,Medium,2024-01-21T16:27:00,2024-01-21T16:48:00,Resolved
PNR00719,SSR,Vegetarian meal requested,Special Service,Low,2024-01-21T16:18:00,2024-01-21T18:11:00,Pending
PNR00719,SSR,Extra legroom requested,Special Service,High,2024-01-21T17:46:00,2024-01-21T18:56:00,Resolved
PNR00719,SSR,Standard meal confirmed,Special Service,High,2024-01-21T15:00:00,2024-01-21T16:14:00,Resolved
PNR00720,SSR,Bassinet seat requested,Special Service,High,2024-01-21T15:34:00,2024-01-21T17:31:00,Resolved
PNR00720,SSR,Unaccompanied minor,Special Service,Low,2024-01-21T16:00:00,2024-01-21T16:38:00,Pending
PNR00722,SSR,Gluten-free meal confirmed,Special Service,Low,2024-01-21T15:00:00,2024-01-21T15:37:00,Resolved
PNR00722,SSR,Deaf/hard of hearing passenger,Special Service,Medium,2024-01-21T15:13:00,2024-01-21T16:36:00,Resolved
PNR00723,SSR,Bassinet seat requested,Special Service,Low,2024-01-21T14:29:00,2024-01-21T15:04:00,Resolved
PNR00723,SSR,Wheelchair assistance confirmed,Special Service,Low,2024-01-21T14:29:00,2024-01-21T16:03:00,Resolved
PNR00723,SSR,Gluten-free meal confirmed,Special Service,High,2024-01-21T12:41:00,2024-01-21T13:43:00,Resolved
PNR00724,SSR,Vegetarian meal requested,Special Service,Medium,2024-01-21T14:04:00,2024-01-21T15:51:00,Resolved
PNR00724,SSR,Extra legroom requested,Special Service,High,2024-01-21T14:39:00,2024-01-21T16:15:00,Pending
PNR00725,SSR,Unaccompanied minor,Special Service,Low,2024-01-21T09:54:00,2024-01-21T11:35:00,Resolved
PNR00725,SSR,Unaccompanied minor confirmed,Special Service,Low,2024-01-21T10:14:00,2024-01-21T11:06:00,Resolved
PNR00725,SSR,Wheelchair assistance confirmed,Special Service,Medium,2024-01-21T10:12:00,2024-01-21T11:26:00,Pending
PNR00726,SSR,Medical assistance required,Special Service,Low,2024-01-21T11:12:00,2024-01-21T11:58:00,Resolved
PNR00727,SSR,Bassinet seat requested,Special Service,Low,2024-01-21T11:56:00,2024-01-21T13:41:00,Resolved
